4 1.2500000000e+02 5.0000000000e+02 0 101 102 1 99 -1 1 -1
4 3.7500000000e+02 5.0000000000e+02 1 102 103 2 0 -1 2 -1
4 6.2500000000e+02 5.0000000000e+02 2 103 104 3 1 -1 3 -1
4 8.7500000000e+02 5.0000000000e+02 3 104 105 4 2 -1 4 -1
4 1.1250000000e+03 5.0000000000e+02 4 105 106 5 3 -1 5 -1
4 1.3750000000e+03 5.0000000000e+02 5 106 107 6 4 -1 6 -1
4 1.6250000000e+03 5.0000000000e+02 6 107 108 7 5 -1 7 -1
4 1.8750000000e+03 5.0000000000e+02 7 108 109 8 6 -1 8 -1
4 2.1250000000e+03 5.0000000000e+02 8 109 110 9 7 -1 9 -1
4 2.3750000000e+03 5.0000000000e+02 9 110 111 10 8 -1 10 -1
4 2.6250000000e+03 5.0000000000e+02 10 111 112 11 9 -1 11 -1
4 2.8750000000e+03 5.0000000000e+02 11 112 113 12 10 -1 12 -1
4 3.1250000000e+03 5.0000000000e+02 12 113 114 13 11 -1 13 -1
4 3.3750000000e+03 5.0000000000e+02 13 114 115 14 12 -1 14 -1
4 3.6250000000e+03 5.0000000000e+02 14 115 116 15 13 -1 15 -1
4 3.8750000000e+03 5.0000000000e+02 15 116 117 16 14 -1 16 -1
4 4.1250000000e+03 5.0000000000e+02 16 117 118 17 15 -1 17 -1
4 4.3750000000e+03 5.0000000000e+02 17 118 119 18 16 -1 18 -1
4 4.6250000000e+03 5.0000000000e+02 18 119 120 19 17 -1 19 -1
4 4.8750000000e+03 5.0000000000e+02 19 120 121 20 18 -1 20 -1
4 5.1250000000e+03 5.0000000000e+02 20 121 122 21 19 -1 21 -1
4 5.3750000000e+03 5.0000000000e+02 21 122 123 22 20 -1 22 -1
4 5.6250000000e+03 5.0000000000e+02 22 123 124 23 21 -1 23 -1
4 5.8750000000e+03 5.0000000000e+02 23 124 125 24 22 -1 24 -1
4 6.1250000000e+03 5.0000000000e+02 24 125 126 25 23 -1 25 -1
4 6.3750000000e+03 5.0000000000e+02 25 126 127 26 24 -1 26 -1
4 6.6250000000e+03 5.0000000000e+02 26 127 128 27 25 -1 27 -1
4 6.8750000000e+03 5.0000000000e+02 27 128 129 28 26 -1 28 -1
4 7.1250000000e+03 5.0000000000e+02 28 129 130 29 27 -1 29 -1
4 7.3750000000e+03 5.0000000000e+02 29 130 131 30 28 -1 30 -1
4 7.6250000000e+03 5.0000000000e+02 30 131 132 31 29 -1 31 -1
4 7.8750000000e+03 5.0000000000e+02 31 132 133 32 30 -1 32 -1
4 8.1250000000e+03 5.0000000000e+02 32 133 134 33 31 -1 33 -1
4 8.3750000000e+03 5.0000000000e+02 33 134 135 34 32 -1 34 -1
4 8.6250000000e+03 5.0000000000e+02 34 135 136 35 33 -1 35 -1
4 8.8750000000e+03 5.0000000000e+02 35 136 137 36 34 -1 36 -1
4 9.1250000000e+03 5.0000000000e+02 36 137 138 37 35 -1 37 -1
4 9.3750000000e+03 5.0000000000e+02 37 138 139 38 36 -1 38 -1
4 9.6250000000e+03 5.0000000000e+02 38 139 140 39 37 -1 39 -1
4 9.8750000000e+03 5.0000000000e+02 39 140 141 40 38 -1 40 -1
4 1.0125000000e+04 5.0000000000e+02 40 141 142 41 39 -1 41 -1
4 1.0375000000e+04 5.0000000000e+02 41 142 143 42 40 -1 42 -1
4 1.0625000000e+04 5.0000000000e+02 42 143 144 43 41 -1 43 -1
4 1.0875000000e+04 5.0000000000e+02 43 144 145 44 42 -1 44 -1
4 1.1125000000e+04 5.0000000000e+02 44 145 146 45 43 -1 45 -1
4 1.1375000000e+04 5.0000000000e+02 45 146 147 46 44 -1 46 -1
4 1.1625000000e+04 5.0000000000e+02 46 147 148 47 45 -1 47 -1
4 1.1875000000e+04 5.0000000000e+02 47 148 149 48 46 -1 48 -1
4 1.2125000000e+04 5.0000000000e+02 48 149 150 49 47 -1 49 -1
4 1.2375000000e+04 5.0000000000e+02 49 150 151 50 48 -1 50 -1
4 1.2625000000e+04 5.0000000000e+02 50 151 152 51 49 -1 51 -1
4 1.2875000000e+04 5.0000000000e+02 51 152 153 52 50 -1 52 -1
4 1.3125000000e+04 5.0000000000e+02 52 153 154 53 51 -1 53 -1
4 1.3375000000e+04 5.0000000000e+02 53 154 155 54 52 -1 54 -1
4 1.3625000000e+04 5.0000000000e+02 54 155 156 55 53 -1 55 -1
4 1.3875000000e+04 5.0000000000e+02 55 156 157 56 54 -1 56 -1
4 1.4125000000e+04 5.0000000000e+02 56 157 158 57 55 -1 57 -1
4 1.4375000000e+04 5.0000000000e+02 57 158 159 58 56 -1 58 -1
4 1.4625000000e+04 5.0000000000e+02 58 159 160 59 57 -1 59 -1
4 1.4875000000e+04 5.0000000000e+02 59 160 161 60 58 -1 60 -1
