5.000000e+00 1.254117e+10 3.639578e+08 1.205444e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+01 1.254117e+10 3.639578e+08 1.200867e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.500000e+01 1.254117e+10 3.639578e+08 4.469299e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.000000e+01 1.254117e+10 3.639578e+08 1.095276e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.500000e+01 1.254117e+10 3.639578e+08 2.166748e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.000000e+01 1.254117e+10 3.639578e+08 3.767700e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.500000e+01 1.254117e+10 3.639579e+08 6.005249e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.000000e+01 1.254117e+10 3.639579e+08 8.987885e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.500000e+01 1.254117e+10 3.639579e+08 1.281876e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.000000e+01 1.254117e+10 3.639580e+08 1.760513e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.500000e+01 1.254117e+10 3.639580e+08 2.345230e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.000000e+01 1.254118e+10 3.639580e+08 3.046753e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.500000e+01 1.254118e+10 3.639581e+08 3.875671e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.000000e+01 1.254118e+10 3.639581e+08 4.842575e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.500000e+01 1.254118e+10 3.639582e+08 5.958069e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.000000e+01 1.254118e+10 3.639583e+08 7.232666e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.500000e+01 1.254119e+10 3.639583e+08 8.677155e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.000000e+01 1.254119e+10 3.639584e+08 1.030208e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.500000e+01 1.254119e+10 3.639585e+08 1.211798e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e+02 1.254119e+10 3.639585e+08 1.413554e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.050000e+02 1.254120e+10 3.639586e+08 1.636537e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.100000e+02 1.254120e+10 3.639587e+08 1.881807e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.150000e+02 1.254120e+10 3.639588e+08 2.150423e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.200000e+02 1.254120e+10 3.639589e+08 2.443446e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.250000e+02 1.254121e+10 3.639590e+08 2.761932e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.300000e+02 1.254121e+10 3.639591e+08 3.106950e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.350000e+02 1.254121e+10 3.639592e+08 3.479559e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.400000e+02 1.254122e+10 3.639593e+08 3.880815e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.450000e+02 1.254122e+10 3.639594e+08 4.311783e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.500000e+02 1.254123e+10 3.639595e+08 4.773518e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.550000e+02 1.254123e+10 3.639596e+08 5.267090e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.600000e+02 1.254123e+10 3.639597e+08 5.793547e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.650000e+02 1.254124e+10 3.639599e+08 6.353949e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.700000e+02 1.254124e+10 3.639600e+08 6.949371e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.750000e+02 1.254125e+10 3.639601e+08 7.580861e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.800000e+02 1.254125e+10 3.639602e+08 8.249484e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.850000e+02 1.254126e+10 3.639604e+08 8.956296e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.900000e+02 1.254126e+10 3.639605e+08 9.702368e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.950000e+02 1.254127e+10 3.639607e+08 1.048875e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.000000e+02 1.254127e+10 3.639608e+08 1.131648e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
