4	250	50	21	22	1	0	-1	1	-1	-1
4	750	50	22	23	2	1	-1	2	-1	0
4	1250	50	23	24	3	2	-1	3	-1	1
4	1750	50	24	25	4	3	-1	4	-1	2
4	2250	50	25	26	5	4	-1	5	-1	3
4	2750	50	26	27	6	5	-1	6	-1	4
4	3250	50	27	28	7	6	-1	7	-1	5
4	3750	50	28	29	8	7	-1	8	-1	6
4	4250	50	29	30	9	8	-1	9	-1	7
4	4750	50	30	31	10	9	-1	10	-1	8
4	5250	50	31	32	11	10	-1	11	-1	9
4	5750	50	32	33	12	11	-1	12	-1	10
4	6250	50	33	34	13	12	-1	13	-1	11
4	6750	50	34	35	14	13	-1	14	-1	12
4	7250	50	35	36	15	14	-1	15	-1	13
4	7750	50	36	37	16	15	-1	16	-1	14
4	8250	50	37	38	17	16	-1	17	-1	15
4	8750	50	38	39	18	17	-1	18	-1	16
4	9250	50	39	40	19	18	-1	19	-1	17
4	9750	50	40	41	20	19	-1	-1	-1	18
